,booth,total_ridership_Monday,total_ridership_Tuesday,total_ridership_Wednesday,total_ridership_Thursday,total_ridership_Friday,total_ridership_Saturday,total_ridership_Sunday
425,CROWN HTS-UTICA_R626,11760.794871794871,10935.076923076924,11012.923076923076,10916.948717948719,11554.28205128205,15099.71794871795,14517.410256410256
426,CYPRESS AV_R404,4083.4615384615386,4141.74358974359,4207.974358974359,4277.282051282052,4256.025641025641,2319.2051282051284,1775.6666666666667
427,CYPRESS AV_R405,2078.871794871795,2149.6153846153848,2130.8205128205127,2247.3333333333335,2157.2820512820513,1155.7435897435898,856.0769230769231
428,CYPRESS HILLS_J025,2327.128205128205,2467.230769230769,2498.5897435897436,2544.3076923076924,2393.846153846154,856.8205128205128,627.7692307692307
429,DEKALB AV_C008,16614.25641025641,16887.46153846154,17254.76923076923,17644.53846153846,17572.76923076923,16155.564102564103,13602.358974358975
430,DEKALB AV_H023,7688.051282051282,8118.710526315789,8180.105263157895,8373.684210526315,8572.842105263158,6845.2307692307695,5684.615384615385
431,DELANCEY/ESSEX_A061,9443.794871794871,9178.76923076923,9246.820512820514,9158.76923076923,9676.871794871795,9047.97435897436,7911.179487179487
432,DELANCEY/ESSEX_N525,11283.794871794871,11623.615384615385,11505.179487179486,11726.102564102564,11342.871794871795,10765.179487179486,11280.333333333334
433,DELANCEY/ESSEX_N526,9049.948717948719,9167.692307692309,9433.051282051281,9721.589743589744,9643.76923076923,7847.871794871795,6940.641025641025
434,DITMAS AV_N547,1436.051282051282,1521.128205128205,1525.923076923077,1558.7692307692307,1420.076923076923,401.5128205128205,378.2307692307692
435,DITMAS AV_N548,3946.974358974359,3919.5641025641025,4018.2051282051284,4159.128205128205,4287.025641025641,1437.7435897435898,1409.4102564102564
436,DYCKMAN ST_N003,3567.897435897436,3319.5384615384614,3473.769230769231,3456.8205128205127,3751.871794871795,4083.051282051282,3686.897435897436
437,DYCKMAN ST_R186,8144.589743589743,8165.0,8326.794871794871,8600.076923076924,8450.794871794871,6323.2307692307695,5608.4358974358975
438,E 143/ST MARY'S_R406,1149.3846153846155,1177.3076923076924,1198.3846153846155,1228.1538461538462,1156.128205128205,516.2307692307693,379.2564102564103
439,E 143/ST MARY'S_R407,983.025641025641,1031.0,1027.128205128205,1082.2051282051282,998.8461538461538,448.6666666666667,329.7435897435897
440,E 149 ST_R408,4580.025641025641,4351.7692307692305,4526.692307692308,4523.282051282052,4819.538461538462,2927.358974358974,2305.4615384615386
441,E 149 ST_R409,3589.3846153846152,3829.128205128205,3800.230769230769,3809.051282051282,4026.8684210526317,2549.7948717948716,2023.923076923077
442,E 180 ST_R325,5556.5641025641025,5480.74358974359,5759.384615384615,5596.102564102564,6199.923076923077,8737.615384615385,7638.384615384615
443,EAST 105 ST_H040,6017.333333333333,6058.794871794872,6128.128205128205,6200.948717948718,6331.48717948718,3820.1794871794873,2858.076923076923
444,EAST BROADWAY_N528,9944.51282051282,10027.076923076924,10408.871794871795,10471.333333333334,10888.184210526315,8177.666666666667,7029.25641025641
445,EAST BROADWAY_N529,4579.974358974359,4679.179487179487,4667.307692307692,4756.25641025641,4865.0,5072.51282051282,4381.794871794872
446,EASTCHSTER/DYRE_R730,5142.333333333333,5194.3421052631575,5517.736842105263,5378.0,5753.526315789473,2762.2820512820513,1815.6410256410256
447,EASTN PKWY-MUSM_R621,5609.102564102564,5411.48717948718,5622.128205128205,5515.076923076923,5836.461538461538,4338.846153846154,4275.179487179487
448,ELDER AV_R414,6903.51282051282,6503.666666666667,6667.2307692307695,6569.871794871795,6796.794871794872,6741.51282051282,5735.410256410257
449,ELMHURST AV_N325A,7844.871794871795,7572.538461538462,7758.025641025641,7676.333333333333,7994.871794871795,7736.974358974359,6878.615384615385
450,EUCLID AV_N128,11209.205128205129,11241.71794871795,11210.461538461539,11445.051282051281,11587.28205128205,8479.128205128205,7624.179487179487
451,EXCHANGE PLACE_PTH05,18139.0,18946.30769230769,17911.0,18563.53846153846,20870.333333333332,10031.615384615385,7422.846153846154
452,FAR ROCKAWAY_N196,7731.025641025641,7929.410256410257,8092.641025641025,8161.641025641025,8362.820512820514,5573.717948717948,4342.102564102564
453,FLATBUSH AV-B.C_R645,11848.128205128205,12047.897435897436,12112.23076923077,12303.384615384615,12651.0,9965.666666666666,7655.692307692308
454,FLATBUSH AV-B.C_R646,2928.2820512820513,2763.128205128205,3053.128205128205,3117.769230769231,3447.6153846153848,2177.5897435897436,1656.025641025641
455,FLATBUSH AV-B.C_R647,6129.307692307692,6395.410256410257,6399.153846153846,6504.179487179487,5862.820512820513,1899.076923076923,1368.8461538461538
456,FLUSHING AV_J007,6262.205128205128,6463.7692307692305,6474.2307692307695,6472.4358974358975,6684.74358974359,6565.666666666667,5821.25641025641
457,FLUSHING AV_N414,2922.6944444444443,3044.6285714285714,3087.657142857143,3084.027777777778,2882.3055555555557,1207.6944444444443,1175.888888888889
458,FLUSHING AV_N414A,2962.1666666666665,3082.285714285714,3118.1714285714284,3101.0833333333335,2970.0,1201.2222222222222,1179.9444444444443
459,FLUSHING-MAIN_R533,18526.923076923078,18636.153846153848,20029.94871794872,19283.82051282051,20347.48717948718,25870.102564102563,29685.4358974359
460,FLUSHING-MAIN_R534,11157.897435897436,10824.820512820514,11420.410256410256,11224.564102564103,12263.461538461539,14766.589743589744,12755.410256410256
461,FORDHAM RD_N217,9807.794871794871,9560.692307692309,9731.97435897436,9834.02564102564,10274.71794871795,9828.897435897436,7891.666666666667
462,FORDHAM RD_N218,2315.7948717948716,2208.5641025641025,2181.974358974359,2248.974358974359,2252.923076923077,2598.4871794871797,2106.74358974359
463,FORDHAM RD_R289,5150.794871794872,5394.666666666667,5433.153846153846,5648.333333333333,6274.25641025641,7828.25641025641,6403.461538461538
464,FOREST AVE_K024,3746.948717948718,4032.4615384615386,4221.692307692308,4299.384615384615,4643.358974358975,2574.8205128205127,1855.7948717948718
465,FOREST HILLS 71_N333,4124.179487179487,4225.102564102564,4322.102564102564,4380.384615384615,4215.153846153846,2677.7179487179487,2117.871794871795
466,FOREST HILLS 71_N333A,9145.71794871795,9180.641025641025,9655.923076923076,9629.615384615385,9579.51282051282,7481.205128205128,6602.948717948718
467,FOREST HILLS 71_N333B,11167.794871794871,11526.102564102564,11844.02564102564,12084.28205128205,12047.128205128205,9892.435897435897,8292.589743589744
468,FRANKLIN AV_N113,4550.384615384615,4547.51282051282,4736.897435897436,4849.692307692308,4746.0,3015.6666666666665,2527.025641025641
469,FRANKLIN AV_N114,5307.5641025641025,5711.48717948718,5880.5641025641025,5991.820512820513,6152.179487179487,5945.2307692307695,5300.51282051282
470,FRANKLIN AV_R622,10329.0,10578.358974358975,10846.820512820514,10991.435897435897,11231.871794871795,10228.948717948719,8509.076923076924
471,FRANKLIN ST_R117,4261.076923076923,4613.51282051282,4713.692307692308,4765.153846153846,4837.871794871795,2554.974358974359,1977.2564102564102
472,FRANKLIN ST_R118,3253.2820512820513,3516.128205128205,3559.102564102564,3650.7948717948716,3360.153846153846,1448.1538461538462,1116.7179487179487
473,FREEMAN ST_R319,3328.6666666666665,3307.923076923077,3282.6153846153848,3518.871794871795,3618.4871794871797,2869.923076923077,2365.102564102564
474,FREEMAN ST_R320,3700.358974358974,3787.974358974359,3846.051282051282,3786.3846153846152,3800.6153846153848,2490.5384615384614,1979.4102564102564
475,FRESH POND RD_K025,8669.948717948719,9151.461538461539,9347.564102564103,9475.461538461539,9601.74358974359,4058.769230769231,2830.871794871795
476,FT HAMILTON PKY_D003,3165.4,3334.9333333333334,3535.266666666667,3578.733333333333,3633.3333333333335,2863.375,2570.5333333333333
477,FT HAMILTON PKY_D004,1786.3333333333333,1898.4583333333333,1863.0,1817.0833333333333,1987.5833333333333,1809.125,1431.2083333333333
478,FT HAMILTON PKY_E003,6580.102564102564,6659.461538461538,6799.615384615385,6851.5641025641025,6457.48717948718,3016.2820512820513,3097.128205128205
479,FT HAMILTON PKY_N543,2608.8205128205127,2752.4102564102564,2880.5641025641025,2840.025641025641,3044.358974358974,2274.5384615384614,1888.179487179487
480,FT HAMILTON PKY_N544,3049.6923076923076,2982.5128205128203,3047.1794871794873,3083.5384615384614,3167.102564102564,2195.1794871794873,1776.4102564102564
481,FULTON ST_A077,4790.307692307692,4933.641025641025,4997.307692307692,5111.410256410257,4908.923076923077,2065.025641025641,1536.4358974358975
482,FULTON ST_A081,4519.717948717948,4360.717948717948,4567.153846153846,4568.5641025641025,4644.794871794872,3695.102564102564,3130.1794871794873
483,FULTON ST_A082,1353.2307692307693,1323.7435897435898,1446.923076923077,1475.974358974359,1679.2564102564102,506.0769230769231,388.1025641025641
484,FULTON ST_N095,7295.51282051282,8436.615384615385,8868.205128205129,8617.97435897436,9111.02564102564,13244.461538461539,10228.461538461539
485,FULTON ST_N095A,17283.102564102563,16778.358974358973,18302.79487179487,17980.05128205128,18570.94871794872,15031.410256410256,11926.358974358975
486,FULTON ST_N098,10271.051282051281,10409.358974358975,10779.871794871795,10739.641025641025,11108.102564102564,9930.205128205129,8277.25641025641
487,FULTON ST_N422,6431.897435897436,6704.820512820513,7071.102564102564,7222.974358974359,7075.307692307692,6136.948717948718,5187.5641025641025
488,FULTON ST_R113,7567.5641025641025,7541.7692307692305,7762.666666666667,7992.307692307692,8033.74358974359,2023.1538461538462,1553.2051282051282
489,FULTON ST_R114,5410.307692307692,5332.076923076923,5287.7692307692305,5503.307692307692,5522.4358974358975,2262.5641025641025,1776.3076923076924
490,FULTON ST_R205A,5839.0,6049.307692307692,6332.394736842105,6148.815789473684,6558.289473684211,3304.4358974358975,2303.74358974359
491,FULTON ST_R206,2098.846153846154,2448.769230769231,2716.4358974358975,2242.769230769231,2761.769230769231,7105.897435897436,5350.615384615385
492,FULTON ST_R208,5590.820512820513,5576.128205128205,5671.051282051282,5937.25641025641,5847.794871794872,1967.1025641025642,1357.0
493,GATES AV_J013,4601.897435897436,4428.102564102564,4757.538461538462,5077.358974358975,5321.076923076923,5453.48717948718,4977.615384615385
494,GRAHAM AV_H013,4775.025641025641,4861.410256410257,4695.538461538462,4790.333333333333,4600.7692307692305,4533.846153846154,4284.820512820513
495,GRAHAM AV_H014,3133.5641025641025,2951.5128205128203,2938.897435897436,2973.948717948718,2909.4615384615386,2588.871794871795,2565.4871794871797
496,GRAND ARMY PLAZ_R619,6403.846153846154,6719.615384615385,6871.641025641025,6971.666666666667,7181.897435897436,6141.948717948718,4660.51282051282
497,GRAND ST_H015,5618.384615384615,5626.410256410257,5666.076923076923,5733.923076923077,5821.153846153846,3993.948717948718,2868.4871794871797
498,GRAND ST_H016,3831.5897435897436,3861.25641025641,3991.5897435897436,4018.128205128205,4344.589743589743,3674.25641025641,2890.897435897436
499,GRAND ST_N520,5731.48717948718,5800.333333333333,6279.948717948718,6180.384615384615,6158.717948717948,5736.051282051282,8454.923076923076
500,GRAND-NEWTOWN_N327,11140.333333333334,10605.846153846154,10521.794871794871,10580.794871794871,10620.128205128205,12209.333333333334,11462.076923076924
501,GRANT AV_N129,5955.948717948718,5661.51282051282,6066.179487179487,6380.74358974359,7007.615384615385,6610.333333333333,5036.974358974359
502,GRD CNTRL-42 ST_R236,9693.897435897436,10043.923076923076,10343.897435897436,9997.615384615385,10428.076923076924,9815.692307692309,9687.410256410256
503,GRD CNTRL-42 ST_R237,4834.128205128205,5403.923076923077,5430.307692307692,5467.205128205128,6028.615384615385,163.97435897435898,8.487179487179487
504,GRD CNTRL-42 ST_R237B,2850.5128205128203,2899.2820512820513,3068.8205128205127,3056.8205128205127,3558.8205128205127,4274.974358974359,3528.897435897436
505,GRD CNTRL-42 ST_R238,10678.307692307691,11118.923076923076,9918.641025641025,9603.538461538461,10387.179487179486,13999.846153846154,17124.410256410258
506,GRD CNTRL-42 ST_R238A,7167.472222222223,7491.055555555556,7721.611111111111,7898.444444444444,8396.583333333334,8829.0,6374.810810810811
507,GRD CNTRL-42 ST_R240,4874.025641025641,5995.025641025641,5939.4358974358975,5902.410256410257,6769.923076923077,14361.74358974359,12942.076923076924
508,GRD CNTRL-42 ST_R241A,2666.102564102564,3205.6153846153848,3408.128205128205,3404.0,3757.4871794871797,3248.076923076923,2391.2820512820513
509,GREENPOINT AV_N405,10781.76923076923,11331.71794871795,11605.564102564103,11875.435897435897,11862.28205128205,7539.384615384615,6239.820512820513
510,GROVE STREET_PTH04,18556.589743589742,19302.17948717949,19160.71794871795,18971.20512820513,23126.97435897436,21533.48717948718,17336.641025641027
511,GUN HILL RD_R331,5534.794871794872,5579.307692307692,5884.51282051282,5576.974358974359,6024.666666666667,8785.205128205129,7443.641025641025
512,GUN HILL RD_R728,5393.307692307692,5646.717948717948,5659.282051282052,5809.717948717948,5778.7692307692305,2635.4102564102564,1717.871794871795
513,HALSEY ST_H028,6567.461538461538,6508.2307692307695,6749.794871794872,6689.589743589743,7088.0526315789475,5225.538461538462,4312.871794871795
514,HALSEY ST_H030,2961.2820512820513,2890.5641025641025,2956.871794871795,2968.025641025641,3141.0,2349.2820512820513,2238.25641025641
515,HALSEY ST_J016,4182.307692307692,4100.897435897436,4320.897435897436,4319.4358974358975,5183.74358974359,4955.333333333333,4707.641025641025
516,HARLEM 148 ST_R309,5467.7692307692305,5478.307692307692,5814.025641025641,5862.48717948718,5577.4358974358975,4447.538461538462,3641.923076923077
517,HARRISON_PTH02,7117.461538461538,7339.794871794872,7099.589743589743,7311.179487179487,8323.076923076924,6849.358974358975,5110.128205128205
518,HEWES ST_J003,4398.0,4524.2307692307695,4694.076923076923,4757.410256410257,4829.48717948718,3091.2820512820513,2877.025641025641
519,HIGH ST_N100,1931.6410256410256,2027.4358974358975,1903.2820512820513,1871.6923076923076,2036.4615384615386,1680.6410256410256,1854.128205128205
520,HIGH ST_N101,3183.6923076923076,3477.128205128205,3558.846153846154,3672.4102564102564,3928.769230769231,2325.128205128205,1945.4871794871794
521,HOUSTON ST_R121,2979.6666666666665,3051.2820512820513,3281.230769230769,3156.5641025641025,2998.923076923077,1966.4871794871794,1399.974358974359
522,HOUSTON ST_R122,2322.0,2444.230769230769,2484.5128205128203,2573.025641025641,2364.0,1019.2307692307693,763.3846153846154
523,HOUSTON ST_R123,3360.6666666666665,3641.5641025641025,3825.846153846154,3673.3846153846152,3761.4615384615386,3419.7948717948716,2550.4871794871797
524,HOUSTON ST_R124,4521.307692307692,4372.74358974359,4402.974358974359,4119.128205128205,4505.461538461538,3228.076923076923,2379.102564102564
525,HOWARD BCH JFK_JFK01,2046.8461538461538,2008.3076923076924,1909.923076923077,1972.051282051282,2024.0,1687.3589743589744,1705.4871794871794
526,HOWARD BCH JFK_JFK02,3276.5128205128203,3165.4210526315787,3218.184210526316,3659.2105263157896,3878.184210526316,2626.74358974359,2649.7894736842104
527,HOWARD BCH JFK_N182,2955.948717948718,2926.8205128205127,2861.4871794871797,2961.2051282051284,2846.4871794871797,1861.3589743589744,1783.8974358974358
528,HOYT ST_R605,5517.717948717948,5690.179487179487,5731.410256410257,5825.948717948718,5604.717948717948,2704.4871794871797,2395.7179487179487
529,HOYT ST_R606,5902.717948717948,6102.51282051282,6409.076923076923,6425.846153846154,6662.615384615385,3525.923076923077,2734.3333333333335
530,HOYT-SCHER_N108,5928.897435897436,6546.897435897436,6475.615384615385,6371.358974358975,6713.051282051282,8176.358974358975,8354.897435897436
531,HUNTERS PT AV_R507,12698.846153846154,13088.410256410256,13007.51282051282,13225.23076923077,12109.102564102564,2403.2820512820513,1648.6153846153845
532,HUNTS POINT AV_R412,13528.666666666666,13652.051282051281,13469.23076923077,13853.102564102564,14442.923076923076,10588.692307692309,8163.948717948718
533,INTERVALE AV_R316,4936.5641025641025,5071.410256410257,5035.948717948718,5085.384615384615,5029.666666666667,3882.769230769231,3156.1794871794873
534,INWOOD-207 ST_N001,4633.384615384615,4877.948717948718,4918.51282051282,4905.820512820513,4744.7692307692305,3323.6153846153848,2763.128205128205
535,INWOOD-207 ST_N002A,5392.153846153846,5524.615384615385,5582.871794871795,5489.051282051282,6015.282051282052,4927.051282051282,4548.051282051282
536,JACKSON AV_R312,5978.153846153846,6146.461538461538,6206.128205128205,6294.0,6316.641025641025,3857.1794871794873,2940.6923076923076
537,JAMAICA 179 ST_N342,7774.974358974359,8154.7692307692305,8278.25641025641,8453.76923076923,8103.282051282052,5028.4358974358975,3498.923076923077
538,JAMAICA 179 ST_N343,12040.02564102564,12409.23076923077,12588.666666666666,12789.179487179486,12864.794871794871,9083.589743589744,6517.538461538462
539,JAMAICA CENTER_N606,5369.0,5940.102564102564,5572.076923076923,5771.820512820513,6658.717948717948,13230.102564102564,14338.538461538461
540,JAMAICA CENTER_N607,10123.102564102564,9943.23076923077,10125.333333333334,10108.435897435897,10203.358974358975,5602.384615384615,4214.820512820513
541,JAMAICA VAN WK_N604,5416.5641025641025,5557.666666666667,5490.692307692308,5438.820512820513,5494.7692307692305,4117.25641025641,4158.25641025641
542,JAY ST-METROTEC_C003,3992.4871794871797,4275.5641025641025,4229.666666666667,4284.0,4011.5897435897436,2219.358974358974,1680.7692307692307
543,JAY ST-METROTEC_C004,1889.923076923077,1850.6410256410256,1953.6153846153845,1968.7435897435898,2058.897435897436,1341.3846153846155,1112.6666666666667
544,JAY ST-METROTEC_N102,6988.7692307692305,8593.307692307691,8003.0,9298.410256410256,9820.51282051282,9848.794871794871,6571.179487179487
545,JAY ST-METROTEC_N103,16506.589743589742,17692.82051282051,17978.74358974359,18250.102564102563,19491.4358974359,17615.30769230769,14751.589743589744
546,JEFFERSON ST_H022,7307.923076923077,7011.589743589743,7278.666666666667,7508.538461538462,8086.538461538462,6879.102564102564,5856.7692307692305
547,JFK JAMAICA CT1_JFK03,17173.871794871793,16318.820512820514,16542.897435897437,17898.4358974359,18104.897435897437,14596.923076923076,14090.410256410256
548,JKSN HT-ROOSVLT_N323,7451.846153846154,6854.48717948718,6713.48717948718,6606.974358974359,6520.815789473684,9176.871794871795,10557.820512820514
549,JKSN HT-ROOSVLT_N324,15119.128205128205,13939.461538461539,13905.692307692309,13415.410256410256,15002.078947368422,19747.666666666668,21986.589743589742
550,JOURNAL SQUARE_PTH03,17662.23076923077,16730.28205128205,17436.74358974359,18034.82051282051,18665.128205128207,20099.666666666668,17112.69230769231
551,JUNCTION BLVD_R528,10882.384615384615,11458.02564102564,11678.358974358975,11674.23076923077,11601.897435897436,18541.0,18324.846153846152
552,JUNIUS ST_R630,3876.6153846153848,4165.346153846154,4151.461538461538,4191.7307692307695,4169.153846153846,2250.1923076923076,1656.9615384615386
553,KEW GARDENS_N335,9598.153846153846,9542.205128205129,9669.820512820514,9954.538461538461,10250.871794871795,8538.179487179486,6856.307692307692
554,KEW GARDENS_N336,10613.333333333334,10807.435897435897,11232.51282051282,10913.923076923076,11350.564102564103,11736.538461538461,10180.410256410256
555,KINGS HWY_B023,5953.74358974359,6130.74358974359,6157.4358974358975,6192.076923076923,6291.7692307692305,3871.7179487179487,3454.769230769231
556,KINGS HWY_B024,5953.48717948718,5943.51282051282,6120.717948717948,6132.717948717948,6941.615384615385,8097.820512820513,7153.153846153846
557,KINGS HWY_B024A,7079.051282051282,7134.4358974358975,7615.948717948718,7561.717948717948,7840.25641025641,6362.923076923077,5156.358974358975
558,KINGS HWY_D012,4195.384615384615,4390.74358974359,4559.923076923077,4623.333333333333,4819.102564102564,3695.5128205128203,3196.9736842105262
559,KINGS HWY_N557,3385.5263157894738,3512.6666666666665,3727.6666666666665,3739.6923076923076,3882.948717948718,2213.6052631578946,1901.8157894736842
560,KINGS HWY_N558,1536.5945945945946,1608.2162162162163,1714.4054054054054,1694.2162162162163,1631.162162162162,453.1621621621622,360.5405405405405
561,KINGSBRIDGE RD_N220,7038.205128205128,7361.538461538462,7443.4358974358975,7457.0,7362.205128205128,5362.589743589743,4423.4358974358975
562,KINGSBRIDGE RD_N221,6280.5641025641025,6452.5641025641025,6447.615384615385,6532.794871794872,6243.923076923077,4185.179487179487,3427.769230769231
563,KINGSBRIDGE RD_R290,9714.897435897436,9336.74358974359,9885.02564102564,9825.205128205129,10694.157894736842,7772.282051282052,5964.076923076923
564,KINGSTON AV_R624,5370.179487179487,5492.051282051282,5623.7692307692305,5959.589743589743,6603.51282051282,4600.666666666667,4825.051282051282
565,KINGSTON-THROOP_N118,3023.871794871795,3223.0,3169.871794871795,3106.871794871795,3624.5897435897436,3594.025641025641,3113.3846153846152
566,KINGSTON-THROOP_N119,3917.076923076923,3984.25641025641,4096.0,4182.205128205128,4392.307692307692,4288.179487179487,3524.948717948718
567,KNICKERBOCKER_K019,5126.566666666667,5402.333333333333,5762.4,5795.8,6076.1,2715.4333333333334,2230.133333333333
568,KOSCIUSZKO ST_J012,5316.641025641025,5198.179487179487,5301.897435897436,5414.461538461538,5800.128205128205,5289.2307692307695,4467.076923076923
569,LACKAWANNA_PTH16,13765.641025641025,15225.435897435897,14756.76923076923,14649.051282051281,15081.23076923077,4265.897435897436,2980.230769230769
570,LAFAYETTE AV_N110,6397.25641025641,6565.717948717948,6841.205128205128,6951.48717948718,7127.102564102564,5785.282051282052,4905.948717948718
571,LEXINGTON AV/53_N305,10190.666666666666,10580.25641025641,10903.128205128205,11069.153846153846,11718.76923076923,6075.358974358975,4101.051282051282
572,LEXINGTON AV/53_N305A,7898.794871794872,8104.025641025641,8221.589743589744,8153.615384615385,8623.358974358975,5502.358974358975,3934.8205128205127
573,LEXINGTON AV/53_N306,9121.076923076924,10006.307692307691,10237.948717948719,10280.76923076923,11011.589743589744,15906.615384615385,11562.205128205129
574,LEXINGTON AV/63_N601,4482.205128205128,5418.333333333333,5613.4358974358975,5290.794871794872,5978.307692307692,6544.2307692307695,5878.307692307692
575,LEXINGTON AV/63_N601A,12418.97435897436,13080.641025641025,13373.51282051282,13675.128205128205,14351.51282051282,11041.358974358975,8813.666666666666
576,LIBERTY AV_N125,4022.948717948718,4064.3333333333335,4134.974358974359,4214.205128205128,4191.48717948718,2266.2820512820513,1838.4102564102564
577,LIVONIA AV_H038,5259.5641025641025,5254.410256410257,5281.641025641025,5311.128205128205,5380.578947368421,3293.3846153846152,2491.076923076923
578,LONGWOOD AV_R410,3657.3076923076924,3736.7948717948716,3831.897435897436,3874.6923076923076,3786.25641025641,1902.2051282051282,1440.8461538461538
579,LONGWOOD AV_R411,2621.102564102564,2813.4871794871797,2858.769230769231,2921.7948717948716,2789.74358974359,1585.2051282051282,1209.2307692307693
580,LORIMER ST_H012,4416.51282051282,4406.410256410257,4685.7692307692305,4750.974358974359,4984.538461538462,4822.5641025641025,4186.384615384615
581,LORIMER ST_J005,7084.051282051282,7299.333333333333,7360.74358974359,7559.897435897436,7422.74358974359,4838.717948717948,4433.641025641025
582,MARBLE HILL-225_R192,4598.692307692308,4842.128205128205,4945.358974358975,5010.923076923077,5215.179487179487,3670.2820512820513,2931.5897435897436
583,MARCY AV_J001,8130.641025641025,7538.128205128205,7789.2307692307695,7956.076923076923,8079.358974358975,6320.74358974359,5557.74358974359
584,MARCY AV_J002,5410.7692307692305,5478.48717948718,5621.076923076923,5675.153846153846,5892.666666666667,4533.179487179487,4404.641025641025
585,METROPOLITAN AV_K026,5418.4358974358975,5628.179487179487,5841.736842105263,5754.9473684210525,5373.6578947368425,2348.102564102564,1552.4871794871794
586,METROPOLITAN AV_N409,10998.897435897436,11094.461538461539,11015.846153846154,11451.02564102564,11739.410256410256,10330.97435897436,10001.615384615385
587,METS-WILLETS PT_R532,5436.51282051282,5740.538461538462,6400.717948717948,6644.025641025641,5470.846153846154,5494.923076923077,5240.025641025641
588,METS-WILLETS PT_R532H,1027.6410256410256,1081.2820512820513,1445.5384615384614,1541.948717948718,782.2820512820513,3551.051282051282,4503.205128205128
589,MIDDLETOWN RD_R421,3530.358974358974,3708.7948717948716,3752.4871794871797,3744.153846153846,3634.4615384615386,1800.4871794871794,1289.820512820513
590,MONTROSE AV_H017,4709.025641025641,4817.461538461538,4954.923076923077,4847.461538461538,4568.358974358975,4917.282051282052,4963.923076923077
591,MORGAN AV_H019,9709.692307692309,10116.384615384615,10443.358974358975,10711.02564102564,10667.666666666666,8284.871794871795,7090.358974358975
592,MORISN AV/SNDVW_R415,7062.794871794872,6848.538461538462,6696.307692307692,6941.51282051282,7337.7692307692305,7167.153846153846,6036.948717948718
593,MORRIS PARK_R726,2939.153846153846,3255.3846153846152,3274.4358974358975,3377.769230769231,3234.4358974358975,1464.5128205128206,928.9487179487179
594,MOSHOLU PKWY_R293,10939.307692307691,11322.692307692309,11575.846153846154,11298.23076923077,10981.421052631578,6068.051282051282,4810.666666666667
595,MT EDEN AV_R285,8282.692307692309,8592.0,8733.28205128205,8847.435897435897,8555.435897435897,5222.51282051282,3938.3846153846152
596,MYRTLE AV_J009,3763.025641025641,3207.4615384615386,3454.25641025641,3010.74358974359,2915.2368421052633,6659.948717948718,7257.5641025641025
597,MYRTLE-WILLOUGH_N415,4995.794871794872,5126.153846153846,5242.25641025641,5231.025641025641,5302.051282051282,3180.6666666666665,2780.3076923076924
598,MYRTLE-WILLOUGH_N416,2539.2820512820513,2528.076923076923,2547.3846153846152,2657.5641025641025,2728.25641025641,1615.2051282051282,1363.6923076923076
599,MYRTLE-WYCKOFF_H026,6380.179487179487,6387.128205128205,6406.153846153846,6727.333333333333,6471.641025641025,7167.846153846154,7867.358974358975
600,MYRTLE-WYCKOFF_H027,8397.461538461539,8227.615384615385,8139.205128205128,8406.307692307691,8651.307692307691,8308.0,7159.358974358975
601,NASSAU AV_N408A,12102.461538461539,12815.97435897436,13065.589743589744,13305.615384615385,13508.358974358975,9435.435897435897,6865.076923076923
602,NECK RD_B026,4938.666666666667,4716.102564102564,4816.846153846154,5013.692307692308,5078.871794871795,3441.4871794871797,2809.5384615384614
603,NEPTUNE AV_N562,2189.076923076923,2258.4615384615386,2302.641025641026,2352.641025641026,2164.6923076923076,601.5384615384615,482.4102564102564
